study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA36679	SAMN00014243	SRS003480	SRX016134	SRR034664	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034664/SRR034664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034664/SRR034664.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034664	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034664		
PRJNA36679	SAMN00014243	SRS003480	SRX016134	SRR034665	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034665/SRR034665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034665/SRR034665.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034665	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034665		
PRJNA36679	SAMN00014243	SRS003480	SRX016134	SRR034666	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034666/SRR034666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034666/SRR034666.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034666	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034666		
PRJNA36679	SAMN00014243	SRS003480	SRX016134	SRR034667	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034667/SRR034667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034667/SRR034667.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034667	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034667		
PRJNA36679	SAMN00014244	SRS003481	SRX016135	SRR034668	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034668/SRR034668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034668/SRR034668.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034668	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034668		
PRJNA36679	SAMN00014244	SRS003481	SRX016135	SRR034669	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034669/SRR034669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034669/SRR034669.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034669	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034669		
PRJNA36679	SAMN00014244	SRS003481	SRX016135	SRR034670	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034670/SRR034670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034670/SRR034670.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034670	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034670		
PRJNA36679	SAMN00014244	SRS003481	SRX016135	SRR034671	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034671/SRR034671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034671/SRR034671.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034671	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034671		
PRJNA36679	SAMN00014244	SRS003481	SRX016135	SRR034672	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034672/SRR034672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034672/SRR034672.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034672	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034672		
PRJNA36679	SAMN00014240	SRS003477	SRX016071	SRR034673	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034673/SRR034673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034673/SRR034673.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034673	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034673		
PRJNA36679	SAMN00014240	SRS003477	SRX016071	SRR034674	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034674/SRR034674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034674/SRR034674.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034674	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034674		
PRJNA36679	SAMN00014240	SRS003477	SRX016071	SRR034675	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034675/SRR034675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034675/SRR034675.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034675	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034675		
PRJNA36679	SAMN00014240	SRS003477	SRX016071	SRR034676	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034676/SRR034676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034676/SRR034676.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034676	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034676		
PRJNA36679	SAMN00014240	SRS003477	SRX016071	SRR034677	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034677/SRR034677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034677/SRR034677.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034677	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034677		
PRJNA36679	SAMN00014240	SRS003477	SRX016071	SRR034678	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034678/SRR034678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034678/SRR034678.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034678	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034678		
PRJNA36679	SAMN00014240	SRS003477	SRX016071	SRR034679	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034679/SRR034679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034679/SRR034679.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034679	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034679		
PRJNA36679	SAMN00014245	SRS003482	SRX016136	SRR034680	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034680/SRR034680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034680/SRR034680.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034680	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034680		
PRJNA36679	SAMN00014245	SRS003482	SRX016136	SRR034681	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034681/SRR034681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034681/SRR034681.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034681	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034681		
PRJNA36679	SAMN00014245	SRS003482	SRX016136	SRR034682	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034682/SRR034682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034682/SRR034682.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034682	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034682		
PRJNA36679	SAMN00014245	SRS003482	SRX016136	SRR034683	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034683/SRR034683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034683/SRR034683.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034683	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034683		
PRJNA36679	SAMN00014245	SRS003482	SRX016136	SRR034684	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034684/SRR034684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034684/SRR034684.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034684	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034684		
PRJNA36679	SAMN00014263	SRS004136	SRX016138	SRR034686	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034686/SRR034686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034686/SRR034686.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034686	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034686		
PRJNA36679	SAMN00014263	SRS004136	SRX016138	SRR034687	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034687/SRR034687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034687/SRR034687.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034687	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034687		
PRJNA36679	SAMN00014263	SRS004136	SRX016138	SRR034688	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034688/SRR034688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034688/SRR034688.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034688	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034688		
PRJNA36679	SAMN00014263	SRS004136	SRX016138	SRR034689	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034689/SRR034689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034689/SRR034689.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034689	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034689		
PRJNA36679	SAMN00014246	SRS003483	SRX016137	SRR034744	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034744/SRR034744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034744/SRR034744.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034744	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034744		
PRJNA36679	SAMN00014246	SRS003483	SRX016137	SRR034745	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034745/SRR034745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034745/SRR034745.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034745	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034745		
PRJNA36679	SAMN00014246	SRS003483	SRX016137	SRR034746	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034746/SRR034746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034746/SRR034746.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034746	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034746		
PRJNA36679	SAMN00014246	SRS003483	SRX016137	SRR034747	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034747/SRR034747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034747/SRR034747.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034747	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034747		
PRJNA36679	SAMN00014246	SRS003483	SRX016137	SRR034748	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034748/SRR034748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034748/SRR034748.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034748	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034748		
PRJNA36679	SAMN00014246	SRS003483	SRX016137	SRR034749	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034749/SRR034749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034749/SRR034749.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034749	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034749		
PRJNA36679	SAMN00014249	SRS003486	SRX016175	SRR034750	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034750/SRR034750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034750/SRR034750.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034750	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034750		
PRJNA36679	SAMN00014249	SRS003486	SRX016175	SRR034751	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034751/SRR034751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034751/SRR034751.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034751	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034751		
PRJNA36679	SAMN00014249	SRS003486	SRX016175	SRR034752	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034752/SRR034752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034752/SRR034752.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034752	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034752		
PRJNA36679	SAMN00014249	SRS003486	SRX016175	SRR034753	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034753/SRR034753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034753/SRR034753.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034753	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034753		
PRJNA36679	SAMN00014248	SRS003485	SRX016176	SRR034754	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034754/SRR034754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034754/SRR034754.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034754	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034754		
PRJNA36679	SAMN00014248	SRS003485	SRX016176	SRR034755	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034755/SRR034755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034755/SRR034755.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034755	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034755		
PRJNA36679	SAMN00014248	SRS003485	SRX016176	SRR034756	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034756/SRR034756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034756/SRR034756.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034756	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034756		
PRJNA36679	SAMN00014248	SRS003485	SRX016176	SRR034757	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034757/SRR034757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034757/SRR034757.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034757	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034757		
PRJNA36679	SAMN00014250	SRS003487	SRX016177	SRR034766	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034766/SRR034766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034766/SRR034766.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034766	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034766		
PRJNA36679	SAMN00014250	SRS003487	SRX016177	SRR034767	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034767/SRR034767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034767/SRR034767.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034767	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034767		
PRJNA36679	SAMN00014250	SRS003487	SRX016177	SRR034768	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034768/SRR034768.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034768/SRR034768.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034768	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034768		
PRJNA36679	SAMN00014250	SRS003487	SRX016177	SRR034769	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034769/SRR034769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034769/SRR034769.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034769	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034769		
PRJNA36679	SAMN00014250	SRS003487	SRX016177	SRR034770	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034770/SRR034770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034770/SRR034770.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034770	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034770		
PRJNA36679	SAMN00014251	SRS003488	SRX016178	SRR034771	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034771/SRR034771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034771/SRR034771.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034771	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034771		
PRJNA36679	SAMN00014251	SRS003488	SRX016178	SRR034772	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034772/SRR034772.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034772/SRR034772.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034772	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034772		
PRJNA36679	SAMN00014251	SRS003488	SRX016178	SRR034773	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034773/SRR034773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034773/SRR034773.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034773	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034773		
PRJNA36679	SAMN00014251	SRS003488	SRX016178	SRR034774	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034774/SRR034774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034774/SRR034774.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034774	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034774		
PRJNA36679	SAMN00014252	SRS003489	SRX016179	SRR034775	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034775/SRR034775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034775/SRR034775.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034775	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034775		
PRJNA36679	SAMN00014252	SRS003489	SRX016179	SRR034776	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034776/SRR034776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034776/SRR034776.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034776	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034776		
PRJNA36679	SAMN00014252	SRS003489	SRX016179	SRR034777	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034777/SRR034777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034777/SRR034777.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034777	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034777		
PRJNA36679	SAMN00014252	SRS003489	SRX016179	SRR034778	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034778/SRR034778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034778/SRR034778.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034778	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034778		
PRJNA36679	SAMN00014253	SRS003490	SRX016184	SRR034802	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034802/SRR034802.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034802/SRR034802.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034802	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034802		
PRJNA36679	SAMN00014253	SRS003490	SRX016184	SRR034803	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034803/SRR034803.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034803/SRR034803.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034803	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034803		
PRJNA36679	SAMN00014253	SRS003490	SRX016184	SRR034804	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034804/SRR034804.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034804/SRR034804.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034804	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034804		
PRJNA36679	SAMN00014253	SRS003490	SRX016184	SRR034805	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034805/SRR034805.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034805/SRR034805.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034805	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034805		
PRJNA36679	SAMN00014253	SRS003490	SRX016184	SRR034806	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034806/SRR034806.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034806/SRR034806.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034806	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034806		
PRJNA36679	SAMN02708871	SRS010082	SRX016210	SRR034841	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034841/SRR034841.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034841/SRR034841.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034841	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034841		
PRJNA36679	SAMN02708871	SRS010082	SRX016210	SRR034842	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034842/SRR034842.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034842/SRR034842.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034842	ftp.sra.ebi.ac.uk/vol1/srr/SRR034/SRR034842		
